"Os Mercenários 4,2023,5.2,""Armed with every weapon they can get their hands on, the Expendables are the world's last line of defense and the team that gets called when all other options are off the table."""

Ninguém Vai Te Salvar,2023,6.4,An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.

Jogos Mortais X,2023,7.2,A sick and desperate John travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer only to discover the entire operation is a scam to defrau... Read all

"A Maravilhosa História de Henry Sugar,2023,7.5,""Chronicles a variety of stories, but the main one follows Henry Sugar, who is able to see through objects and predict the future with the help of a book he stole."""

"Resistência,2023,7.2,""Against the backdrop of a war between humans and robots with artificial intelligence, a former soldier finds the secret weapon, a robot in the form of a young child."""

"Camaleões,2023,6.9,""Tom Nichols is a hardened New England detective, unflinching in his pursuit of a case where nothing is as it seems and it begins to dismantle the illusions in his own life."""

"A Noite das Bruxas,2023,6.8,""In post-World War II Venice, Poirot, now retired and living in his own exile, reluctantly attends a seance. But when one of the guests is murdered, it is up to the former detective to once a... Read all"""

"Oppenheimer,2023,8.6,""The story of American scientist, J. Robert Oppenheimer, and his role in the development of the atomic bomb."""

Barbie,2023,7.1,Barbie suffers a crisis that leads her to question her world and her existence.

"Gran Turismo - De Jogador a Corredor,2023,7.3,""Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it a... Read all"""

"Elementos,2023,7.0,""Follows Ember and Wade, in a city where fire-, water-, earth- and air-residents live together."""

"Fale Comigo,2022,7.2,""When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural for... Read all"""

"Segredos de um Escândalo,2023,7.3,""Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under pressure when an actress arrives to do research for a film about their past."""

"Besouro Azul,2023,6.2,""An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny ... Read all"""

Jawan,2023,7.5,A high-octane action thriller which outlines the emotional journey of a man who is set to rectify the wrongs in the society.

Bottoms,2023,7.0,Two unpopular queer high school students start a fight club to have sex before graduation.

"Dinheiro Fácil,2023,7.1,""Dumb Money is the ultimate David vs. Goliath tale, based on the insane true story of everyday people who flipped the script on Wall Street and got rich by turning GameStop (the video game st... Read all"""

As Tartarugas Ninja: Caos Mutante,2023,7.3,The film follows the Turtle brothers as they work to earn the love of New York City while facing down an army of mutants.

"A Freira 2,2023,5.8,""1956 - France. A priest is murdered. An evil is spreading. The sequel to the worldwide smash hit follows Sister Irene as she once again comes face-to-face with Valak, the demon nun."""

"Amor à Primeira Vista,2023,6.9,""Hadley and Oliver begin to fall for each other on their flight from New York to London. The probability of ever finding each other again seems impossible, but love - and London - may have a ... Read all"""

"John Wick 4: Baba Yaga,2023,7.8,""John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that tur... Read all"""

"O Protetor: Capítulo Final,2023,7.1,""Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become ... Read all"""

Suspeito X,2023,7.0,A single mother and her daughter who commit a crime and a neighbor who helps them cover it up amidst a police investigation.

A Máquina do Crime,2023,5.8,Bert's drunken past catches up with him 20 years down the road when he and his father are kidnapped by those Bert wronged 20 years ago while drunk on a college semester abroad in Russia.

"A Milhões de Quilômetros,2023,7.4,""A biopic about Jose Hernandez and his path from a farm worker to becoming an engineer and an astronaut. A tale of perseverance, community and sacrifice to accomplish a seemingly impossible d... Read all"""

"Que Horas Eu Te Pego?,2023,6.4,""On the brink of losing her home, Maddie finds an intriguing job listing: helicopter parents looking for someone to bring their introverted 19-year-old son out of his shell before college. Sh... Read all"""

A Pequena Sereia,2023,7.2,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.

"O Pacto,2023,7.5,""During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain."""

"X: A Marca da Morte,2022,6.6,""In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their ... Read all"""

"Plano de Aposentadoria,2023,5.1,""When Ashley and her young daughter Sarah get caught up in a criminal enterprise that puts their lives at risk, she turns to estranged father Matt, currently living the life of a retired beac... Read all"""

"Megatubarão 2,2023,5.1,""A research team encounters multiple threats while exploring the depths of the ocean, including a malevolent mining operation."""

"Harry Potter e a Pedra Filosofal,2001,7.6,""An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."""

Som da Liberdade,2023,7.8,The incredible true story of a former government agent turned vigilante who embarks on a dangerous mission to rescue hundreds of children from traffickers.

"Pequenos Espiões: Apocalipse,2023,4.3,""The children of the world's greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, leading them to become spies ... Read all"""

"O Exorcista: O Devoto,2023,6.2,""When two girls disappear into the woods and return three days later with no memory of what happened to them, the father of one girl seeks out Chris MacNeil, who's been forever altered by wha... Read all"""

